estimated_loc,complexity_score,timeline_days,team_size_required,domain_category,technical_risk_level,integration_count,seniority_required,regulatory_compliance,testing_coverage_pct,documentation_level,performance_tier,security_criticality,budget_pressure,maintainability_req,project_type,codebase_age_years,existing_test_coverage_pct,dependency_count,last_refactor_years,incident_rate_monthly,code_duplication_pct,technical_debt_score,documentation_quality,language_modernity,team_familiarity,target_team_label,profit_margin_pct
21045,High,153,7,Infrastructure,High,3,Mid,1,83.8,Minimal,High,Critical,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,32.36
75959,Medium,108,7,Infrastructure,High,9,Senior,0,41.5,Comprehensive,High,Medium,Tight,Low,1,6,38.9,41,5,2.36,36.0,High,Poor,Current,Medium,Human,23.81
15226,Low,14,9,Data,Low,4,Senior,1,44.5,Standard,High,Medium,Moderate,Low,1,7,58.9,92,6,0.01,11.4,Low,Standard,Current,Medium,Hybrid,38.96
458373,High,152,7,Data,High,11,Junior,1,70.1,Minimal,Standard,High,Tight,Medium,1,1,43.5,29,7,6.96,19.4,Low,Minimal,Current,Low,Human,32.1
1719,Low,31,1,Data,Medium,3,Mid,0,46.5,Standard,High,Medium,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,54.81
110705,Medium,141,12,Mobile,Critical,10,Senior,0,72.9,Standard,High,Critical,Moderate,High,1,1,66.4,64,3,1.91,11.7,Low,Standard,Legacy,Medium,Human,16.83
14913,Medium,90,3,Data,Critical,10,Junior,1,76.2,Standard,Real-time,High,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,43.14
5776,Medium,123,5,Infrastructure,Low,3,Mid,0,50.5,Standard,Standard,Low,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,46.06
34073,Medium,116,7,Web,Critical,12,Architect,0,47.5,Minimal,Standard,Medium,Tight,Medium,1,8,71.8,59,1,3.81,13.8,Low,Good,Modern,High,Human,31.46
9884,Low,14,1,Infrastructure,Critical,10,Mid,1,29.4,Minimal,Standard,Low,Flexible,Medium,1,16,25.3,112,3,14.67,53.0,Critical,Standard,Legacy,Medium,Human,29.15
1097,Low,7,1,Security,Low,3,Mid,0,68.2,Comprehensive,Standard,Low,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,54.17
307314,High,149,8,Infrastructure,Low,2,Senior,0,57.1,Standard,Real-time,Critical,Flexible,High,1,21,20.9,236,9,8.68,54.3,Critical,Standard,Modern,High,Human,8.23
1786,Low,7,1,Security,High,7,Senior,1,60.5,Minimal,Real-time,Low,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,45.21
9279,Medium,133,7,Mobile,High,7,Mid,1,78.0,Standard,Real-time,Critical,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,29.34
2984,Low,35,1,Web,Low,2,Mid,0,72.7,Standard,High,Low,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,59.06
25361,Medium,96,6,Infrastructure,Critical,10,Senior,0,90.0,Standard,Standard,Low,Flexible,High,1,11,39.8,21,3,12.79,8.0,Medium,Standard,Modern,High,Human,26.18
227228,High,176,8,Data,High,13,Mid,0,60.2,Standard,Standard,Medium,Moderate,Medium,1,7,61.7,143,0,5.69,14.0,Low,Poor,Dated,Medium,Hybrid,28.39
67078,High,133,8,Security,Low,4,Junior,1,68.1,Comprehensive,High,Low,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,41.75
10365,Medium,117,5,Infrastructure,Low,0,Senior,0,61.0,Minimal,Real-time,Low,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,42.0
4710,Medium,79,3,Web,Critical,10,Senior,1,51.2,Comprehensive,Standard,Medium,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,34.6
78246,Medium,49,10,Mobile,Low,6,Senior,0,33.8,Standard,High,Medium,Moderate,High,1,6,40.7,185,2,1.2,31.7,High,Good,Current,Medium,Hybrid,26.57
1181,Low,23,3,Web,Low,3,Mid,0,81.2,Standard,Standard,Medium,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,55.1
108523,High,141,8,Infrastructure,High,5,Senior,0,90.4,Standard,Real-time,Medium,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,28.04
35070,Low,44,4,Web,High,5,Mid,0,54.9,Minimal,High,Medium,Moderate,Medium,1,4,85.0,64,0,2.97,0.7,Low,Good,Modern,Medium,Hybrid,47.57
149279,Medium,120,6,Data,Critical,8,Senior,1,41.9,Standard,Standard,Low,Tight,High,1,10,47.2,160,6,0.92,24.2,Medium,Minimal,Legacy,Low,Human,23.91
41399,Medium,93,4,Mobile,High,12,Mid,0,63.0,Standard,Real-time,High,Moderate,High,1,12,27.9,142,5,6.34,35.0,High,Good,Modern,Low,Human,26.24
196313,Medium,79,3,Data,High,8,Architect,1,46.7,Comprehensive,Real-time,Low,Moderate,High,1,21,5.0,136,4,1.54,42.5,Critical,Minimal,Legacy,Unfamiliar,Human,3.08
100491,High,169,11,Web,Medium,3,Mid,1,50.3,Standard,Standard,Medium,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,32.78
172628,High,187,11,Infrastructure,Low,3,Mid,0,74.8,Standard,Real-time,High,Flexible,High,1,13,66.2,79,3,0.73,24.4,Low,Poor,Legacy,Medium,Human,25.31
12937,Low,55,4,Data,Medium,3,Mid,1,33.7,Comprehensive,Real-time,Medium,Flexible,Medium,1,11,56.2,81,3,0.67,26.8,Medium,Minimal,Modern,High,Hybrid,35.47
94733,High,130,9,Infrastructure,High,8,Architect,0,90.0,Comprehensive,High,Medium,Tight,Medium,1,2,60.2,29,2,0.01,26.0,Low,Good,Current,Medium,Hybrid,20.94
30793,Low,56,4,Web,High,7,Architect,0,59.8,Minimal,Standard,Medium,Moderate,Low,1,14,76.1,197,7,0.89,17.7,Medium,Minimal,Modern,Medium,Hybrid,30.3
11974,Medium,71,5,Data,Medium,2,Mid,0,74.6,Standard,Standard,Medium,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,46.6
31819,High,144,5,Mobile,High,12,Mid,1,51.8,Standard,High,Medium,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,32.63
1277,Low,66,1,Data,Medium,6,Senior,0,27.3,Standard,Standard,Medium,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,49.53
30085,Medium,86,2,Web,Medium,2,Architect,0,49.4,Minimal,Standard,Low,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,38.3
127212,High,190,7,Web,Medium,6,Senior,1,57.7,Standard,High,Medium,Tight,High,1,1,78.7,42,2,1.48,5.5,Low,Standard,Modern,Low,Hybrid,26.37
77055,Medium,146,9,Infrastructure,High,11,Senior,0,18.8,Minimal,Standard,High,Tight,High,1,16,38.7,220,5,19.6,31.8,High,Poor,Current,Low,Human,21.01
24686,Medium,79,7,Data,Low,5,Mid,0,58.1,Comprehensive,High,Critical,Tight,Low,1,5,56.1,32,6,0.84,6.5,Low,Poor,Modern,Medium,Human,43.27
2512,Low,14,2,Data,Low,3,Senior,1,64.6,Standard,Real-time,Critical,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,34.81
113844,Medium,128,6,Web,High,13,Mid,1,49.6,Standard,Real-time,Medium,Flexible,High,1,4,51.2,35,4,1.08,7.1,Low,Minimal,Current,High,Human,29.15
79127,High,168,10,Security,Low,2,Architect,1,35.2,Standard,Standard,High,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,24.36
33780,High,147,7,Security,High,7,Junior,1,78.2,Standard,Real-time,Low,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,43.42
32130,Medium,103,5,Web,Low,4,Senior,0,90.0,Minimal,High,High,Moderate,Low,1,1,35.5,111,5,2.51,24.1,Medium,Poor,Current,Unfamiliar,Hybrid,28.43
169352,High,170,8,Security,Critical,17,Junior,0,75.0,Standard,Real-time,Medium,Tight,Low,1,11,47.4,106,8,1.93,42.2,High,Standard,Dated,Low,Human,29.65
51329,High,144,7,Data,Low,3,Junior,0,71.4,Comprehensive,Real-time,Critical,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,39.98
62466,Medium,113,5,Web,High,17,Senior,0,50.3,Comprehensive,High,High,Moderate,High,1,7,56.0,54,6,0.23,14.5,Medium,Standard,Modern,High,Human,24.24
17124,Low,67,3,Infrastructure,High,14,Senior,1,78.9,Standard,Real-time,Medium,Moderate,Medium,1,11,71.6,101,4,2.42,12.0,Medium,Good,Modern,High,Human,29.76
11231,Medium,57,2,Web,High,4,Mid,1,48.4,Standard,High,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,41.75
8822,Medium,132,6,Infrastructure,High,6,Senior,0,62.3,Minimal,High,Low,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,40.77
27802,Medium,77,4,Data,Critical,16,Mid,1,62.6,Minimal,Standard,High,Tight,High,1,11,37.6,198,6,6.0,42.2,High,Standard,Current,Low,Human,26.74
203432,High,175,10,Security,Critical,13,Senior,1,38.7,Comprehensive,Standard,Medium,Tight,High,1,16,12.4,56,10,4.98,48.7,Critical,Standard,Legacy,Medium,Human,10.04
11460,Low,68,1,Web,Medium,4,Junior,0,15.1,Standard,High,High,Moderate,Medium,1,14,25.6,98,1,0.12,18.2,Medium,Good,Legacy,Low,Hybrid,47.24
22185,Low,67,1,Web,Critical,13,Mid,1,72.2,Standard,Standard,Medium,Tight,Medium,1,13,28.6,99,5,2.16,28.0,High,Minimal,Dated,High,Human,37.32
36687,Medium,132,8,Infrastructure,Critical,20,Mid,1,61.9,Minimal,Standard,Medium,Tight,High,1,3,60.0,16,0,3.91,23.5,Low,Minimal,Dated,Medium,Human,33.55
4558,Medium,88,4,Security,Low,1,Mid,0,67.1,Comprehensive,Standard,Low,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,45.73
13068,Medium,60,3,Data,High,3,Mid,0,91.0,Minimal,High,Medium,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,46.76
2314,Low,52,1,Infrastructure,High,5,Architect,1,52.2,Standard,High,High,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,32.02
12561,Medium,101,4,Infrastructure,Medium,5,Mid,0,75.0,Standard,Standard,High,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,46.6
10292,Medium,70,4,Web,Medium,6,Mid,0,77.6,Standard,Standard,High,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,48.52
223564,High,135,8,Security,High,7,Senior,1,63.0,Minimal,Real-time,High,Tight,High,1,4,63.0,79,4,2.77,25.8,Medium,Poor,Modern,Medium,Human,16.07
4949,Medium,126,3,Web,Medium,3,Junior,0,67.3,Minimal,Standard,Low,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,57.5
39349,High,165,10,Mobile,High,6,Mid,1,63.3,Standard,Real-time,Medium,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,29.17
112285,High,147,9,Security,Medium,2,Mid,0,85.6,Standard,High,Medium,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,38.72
154580,High,174,9,Data,Medium,10,Mid,0,73.5,Standard,Standard,Medium,Tight,Medium,1,17,30.2,83,6,6.3,55.9,Critical,Minimal,Dated,Medium,Human,22.46
1115,Low,43,1,Web,High,6,Senior,1,79.2,Standard,High,Medium,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,41.92
14989,Low,31,1,Data,Critical,13,Architect,1,8.4,Minimal,High,Low,Tight,Medium,1,11,61.8,85,0,2.13,16.3,Low,Poor,Dated,High,Human,32.72
110175,Medium,156,5,Infrastructure,High,10,Senior,0,56.6,Standard,Standard,Medium,Tight,High,1,12,39.4,42,5,5.59,20.7,High,Standard,Modern,Unfamiliar,Human,25.07
20145,High,163,6,Infrastructure,Medium,5,Mid,0,43.6,Comprehensive,Real-time,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,34.38
43487,Medium,104,4,Infrastructure,Medium,8,Architect,0,48.6,Standard,Standard,Low,Tight,High,1,15,80.9,137,4,3.02,42.7,High,Minimal,Dated,High,Hybrid,24.22
8846,Medium,87,1,Data,Low,2,Mid,1,53.7,Standard,Standard,High,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,43.61
206247,High,167,7,Data,Medium,13,Mid,1,54.5,Standard,Real-time,Critical,Flexible,Medium,1,13,5.0,109,7,3.6,30.8,High,Poor,Legacy,Medium,Human,13.03
32336,Medium,127,6,Web,Low,3,Architect,0,33.6,Standard,Standard,Critical,Tight,High,1,14,60.1,187,8,1.62,39.8,High,Standard,Dated,Medium,Human,22.73
73327,High,185,9,Mobile,Critical,8,Mid,0,65.6,Comprehensive,Real-time,Medium,Moderate,High,1,9,46.8,157,5,6.22,30.3,High,Standard,Modern,Medium,Human,21.08
47958,Medium,106,7,Data,High,12,Senior,0,23.0,Standard,High,Medium,Flexible,High,1,16,39.0,139,4,18.14,38.2,High,Poor,Modern,Medium,Human,14.17
166081,High,113,10,Web,High,14,Junior,1,43.5,Standard,High,Medium,Tight,High,1,11,82.7,33,3,1.34,8.8,Low,Poor,Legacy,High,Human,33.56
62719,Medium,79,4,Web,Low,3,Senior,0,23.7,Minimal,Real-time,Medium,Tight,Medium,1,18,40.3,101,6,0.74,38.0,Critical,Good,Dated,Medium,Human,28.9
369284,High,188,8,Security,Low,3,Senior,0,44.9,Minimal,Real-time,Low,Moderate,Medium,1,12,30.1,174,3,0.41,53.9,Critical,Minimal,Modern,High,Human,23.13
3451,Low,39,2,Data,Critical,8,Architect,1,62.3,Standard,High,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,34.66
85816,Medium,88,5,Data,Critical,13,Senior,1,20.3,Standard,Real-time,High,Flexible,Medium,1,16,32.6,60,8,8.22,38.2,High,Standard,Legacy,Medium,Human,13.45
6693,Low,22,4,Data,High,8,Mid,1,42.9,Standard,High,High,Moderate,Low,1,20,26.0,170,9,7.06,60.0,Critical,Standard,Dated,Medium,Human,28.79
41975,Medium,120,6,Infrastructure,High,8,Mid,0,33.9,Minimal,Standard,High,Moderate,Medium,1,15,5.0,124,5,20.0,43.7,Critical,Standard,Current,Medium,Human,23.57
44245,Medium,155,6,Infrastructure,Low,2,Senior,0,57.5,Minimal,High,High,Tight,High,1,1,58.0,19,0,0.02,11.9,Low,Standard,Current,Medium,Hybrid,38.64
201459,High,137,11,Infrastructure,High,4,Architect,0,49.2,Comprehensive,High,High,Tight,High,1,11,57.1,196,6,9.19,18.0,High,Poor,Current,High,Human,8.56
126566,High,134,10,Data,High,11,Mid,1,31.5,Minimal,Standard,Critical,Tight,Medium,1,15,21.0,174,8,0.18,55.0,Critical,Poor,Modern,Medium,Human,21.12
64571,High,152,7,Infrastructure,Low,2,Mid,0,73.6,Comprehensive,Real-time,Medium,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,38.81
12462,Low,32,1,Infrastructure,High,5,Architect,0,54.2,Minimal,Standard,Medium,Moderate,High,1,8,76.9,44,3,5.88,0.0,Low,Minimal,Modern,Medium,Hybrid,33.86
2690,Low,29,2,Data,Critical,9,Junior,1,67.6,Standard,Standard,High,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,50.96
39698,Medium,123,7,Data,Critical,15,Senior,1,71.6,Standard,High,Medium,Flexible,Medium,1,9,37.6,301,9,13.82,44.3,High,Standard,Modern,High,Human,13.73
41906,Medium,107,6,Security,Medium,12,Senior,1,33.9,Comprehensive,High,High,Moderate,High,1,22,5.0,89,9,11.87,35.0,Critical,Standard,Dated,Medium,Human,14.82
11532,Low,67,6,Infrastructure,Medium,4,Senior,0,53.0,Minimal,High,Medium,Moderate,Low,1,1,66.4,47,0,1.59,13.6,Low,Standard,Current,High,AI,42.18
1715,Low,32,4,Web,Low,2,Junior,0,58.3,Minimal,High,High,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,60.58
1478,Low,7,3,Data,Low,0,Mid,1,46.6,Standard,Real-time,High,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,48.63
60122,Medium,132,7,Web,Low,4,Mid,0,68.1,Standard,Standard,High,Moderate,Medium,1,20,14.8,52,6,10.22,35.9,Critical,Poor,Modern,Medium,Human,28.08
159289,Medium,76,5,Data,Low,4,Senior,1,59.6,Comprehensive,Real-time,Critical,Moderate,High,1,2,63.8,59,1,0.3,6.9,Low,Minimal,Modern,High,Human,26.43
5946,Medium,96,4,Infrastructure,Medium,6,Architect,0,76.5,Minimal,High,Medium,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,35.75
8551,Medium,68,2,Web,Medium,0,Senior,0,31.4,Standard,Real-time,High,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,36.98
10916,Medium,83,6,Security,Critical,8,Junior,1,59.7,Standard,Standard,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,46.31
67868,Medium,81,6,Security,High,8,Mid,1,64.9,Standard,High,Medium,Tight,Medium,1,7,47.3,63,1,5.46,13.4,Low,Standard,Dated,Medium,Human,35.5
976,Low,14,1,Security,Critical,13,Senior,1,73.6,Standard,High,Low,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,34.78
179597,High,166,9,Security,Critical,12,Senior,0,40.6,Standard,High,Medium,Flexible,High,1,5,37.1,53,4,2.21,23.2,Medium,Poor,Modern,Medium,Human,13.74
35076,Medium,61,6,Infrastructure,Critical,16,Senior,0,23.2,Standard,High,Critical,Tight,High,1,18,21.4,112,8,20.0,41.6,Critical,Poor,Current,Medium,Human,13.59
90508,Medium,80,6,Data,Medium,4,Mid,1,65.8,Standard,Real-time,Medium,Tight,Medium,1,12,57.4,25,3,8.47,31.8,Medium,Poor,Dated,Low,Human,28.15
11084,Medium,69,2,Security,Medium,5,Mid,1,57.5,Standard,Standard,Medium,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,47.48
37198,Medium,86,8,Infrastructure,High,10,Junior,0,34.5,Standard,Real-time,Critical,Flexible,High,1,6,51.0,57,0,0.56,0.0,Low,Standard,Modern,Medium,Human,35.84
10323,Low,88,1,Web,Low,5,Senior,0,57.0,Standard,Real-time,Medium,Tight,Medium,1,10,70.9,129,4,0.92,33.3,Medium,Standard,Dated,Low,Hybrid,34.67
54192,Medium,142,6,Data,Medium,7,Mid,0,36.7,Comprehensive,Real-time,High,Tight,Low,1,18,35.0,187,4,1.13,56.6,Critical,Minimal,Legacy,High,Human,29.5
19698,High,158,5,Web,High,9,Senior,0,64.3,Standard,High,High,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,34.4
7725,Medium,97,6,Web,High,7,Senior,0,45.1,Minimal,High,Low,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,36.98
171464,High,140,8,Security,Medium,7,Junior,0,43.2,Standard,High,Medium,Moderate,High,1,11,67.5,107,3,0.4,10.2,Low,Standard,Modern,Unfamiliar,Hybrid,34.42
84690,Medium,150,5,Web,Medium,4,Senior,0,64.1,Standard,Real-time,High,Moderate,Medium,1,19,24.9,145,11,3.28,53.0,Critical,Standard,Legacy,Low,Human,15.99
73269,Medium,117,4,Infrastructure,High,10,Junior,0,34.9,Minimal,High,Medium,Tight,High,1,9,38.4,54,9,10.61,24.6,High,Standard,Current,Unfamiliar,Human,39.8
76458,High,200,10,Security,High,11,Senior,0,66.4,Minimal,Standard,Medium,Flexible,High,1,17,15.3,42,9,11.76,47.4,Critical,Good,Legacy,High,Human,11.61
52019,Medium,126,7,Web,High,5,Mid,0,49.8,Comprehensive,Real-time,Critical,Tight,High,1,8,65.5,120,0,1.82,14.6,Medium,Standard,Current,Medium,Human,31.6
44334,High,144,5,Infrastructure,Critical,5,Senior,0,73.7,Minimal,Standard,High,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,28.32
94401,High,103,7,Web,Medium,4,Mid,0,57.4,Comprehensive,Real-time,Medium,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,33.43
62297,Medium,135,5,Data,High,6,Architect,1,57.8,Minimal,Standard,High,Moderate,Low,1,16,6.1,313,8,1.31,52.9,Critical,Minimal,Modern,Unfamiliar,Human,14.51
56786,High,140,7,Infrastructure,Low,3,Junior,0,80.1,Standard,Standard,Medium,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,46.07
42412,Medium,71,7,Web,High,16,Senior,0,21.3,Standard,Real-time,Low,Moderate,High,1,22,56.3,265,7,13.41,41.5,High,Minimal,Dated,Unfamiliar,Human,14.94
4090,Low,57,2,Web,Critical,5,Senior,0,33.0,Standard,High,Medium,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,42.82
17030,High,154,8,Data,High,6,Senior,0,68.3,Standard,Standard,High,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,29.64
8905,Medium,117,4,Web,Critical,9,Senior,0,70.3,Standard,Standard,Low,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,37.33
12257,Low,71,1,Web,High,9,Mid,1,56.0,Minimal,High,Low,Flexible,High,1,19,59.1,82,4,9.71,29.1,High,Standard,Dated,High,Human,33.81
55316,Medium,81,5,Data,Critical,5,Senior,1,42.1,Minimal,High,Medium,Moderate,High,1,20,5.0,146,7,9.32,50.2,Critical,Minimal,Modern,High,Human,19.01
1558,Low,23,1,Data,Medium,4,Mid,0,50.8,Standard,Real-time,Medium,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,52.67
190890,High,193,8,Web,High,9,Mid,1,57.3,Minimal,Standard,Medium,Moderate,High,1,12,47.9,48,3,0.91,20.2,High,Standard,Modern,Medium,Human,25.83
2042,Low,27,1,Data,High,3,Architect,1,39.7,Standard,Standard,Low,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,37.59
19007,Medium,109,6,Infrastructure,Medium,3,Senior,0,40.1,Minimal,Standard,High,Tight,Medium,1,10,21.6,153,8,2.88,43.3,Critical,Minimal,Current,Medium,Human,27.97
199076,Medium,120,5,Infrastructure,Critical,12,Mid,0,45.7,Minimal,High,Medium,Moderate,Medium,1,12,43.8,94,7,20.0,42.8,High,Standard,Legacy,Low,Human,22.06
3408,Low,37,2,Infrastructure,Medium,4,Senior,0,53.4,Standard,Standard,Low,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,45.22
17430,Medium,86,3,Security,Critical,8,Senior,0,77.5,Minimal,High,High,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,33.12
159741,High,178,13,Infrastructure,Medium,6,Senior,0,61.2,Minimal,High,Low,Flexible,Low,1,5,65.0,54,5,3.3,21.4,Medium,Standard,Current,Unfamiliar,Hybrid,21.0
17211,Low,62,4,Infrastructure,Medium,4,Mid,1,46.0,Standard,High,Medium,Tight,Low,1,4,69.2,60,4,0.71,11.9,Low,Minimal,Modern,Medium,Hybrid,47.05
25500,High,129,8,Data,Medium,4,Senior,0,88.3,Comprehensive,Standard,Low,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,34.86
41989,High,165,9,Web,Low,5,Junior,0,80.3,Standard,Standard,Medium,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,47.01
40339,Medium,118,8,Mobile,High,6,Senior,1,67.1,Standard,Real-time,Low,Moderate,Medium,1,12,63.2,82,1,11.2,24.5,Medium,Poor,Dated,Unfamiliar,Human,18.49
47273,High,181,7,Web,Low,1,Mid,0,82.1,Minimal,High,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,40.3
152394,High,176,8,Security,Critical,13,Mid,1,34.5,Comprehensive,High,Medium,Tight,Medium,1,10,39.0,441,3,0.03,38.2,High,Minimal,Dated,High,Hybrid,21.55
208924,High,128,11,Data,High,11,Architect,1,69.3,Comprehensive,Standard,High,Flexible,High,1,1,50.9,64,5,0.72,0.7,Medium,Standard,Current,Medium,Human,8.25
1224,Low,38,2,Security,High,4,Senior,1,56.0,Comprehensive,Standard,Medium,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,37.05
2183,Low,55,1,Security,High,10,Senior,1,54.6,Standard,Standard,Medium,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,39.75
14651,Medium,110,6,Web,Critical,7,Senior,0,73.2,Minimal,Standard,High,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,35.9
109895,High,148,7,Web,High,13,Mid,0,29.1,Minimal,Standard,Medium,Moderate,Medium,1,5,63.8,28,6,1.79,6.5,Low,Standard,Modern,Low,Hybrid,35.37
21281,High,162,12,Data,High,5,Junior,1,65.5,Standard,Standard,Medium,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,38.08
13878,Low,62,2,Web,Medium,11,Mid,0,30.1,Standard,Standard,High,Tight,High,1,12,45.4,285,7,12.52,36.5,High,Minimal,Modern,Medium,Hybrid,38.39
8183,Medium,108,7,Web,High,3,Junior,0,66.5,Comprehensive,Standard,Medium,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,51.81
1090,Low,32,2,Data,High,6,Senior,1,39.9,Comprehensive,High,Medium,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,40.98
355030,High,166,12,Data,Low,4,Mid,1,60.6,Minimal,Standard,Low,Flexible,High,1,1,77.5,114,3,0.16,0.0,Low,Poor,Modern,Medium,Hybrid,27.66
8012,Medium,82,4,Security,High,4,Senior,1,26.0,Standard,High,Critical,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,26.6
3955,Medium,119,5,Infrastructure,Medium,4,Mid,0,57.6,Standard,Standard,Medium,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,47.41
83145,Medium,126,2,Security,Medium,5,Architect,0,25.5,Standard,Standard,Medium,Moderate,High,1,17,43.4,79,6,9.56,43.8,Critical,Standard,Dated,High,Human,18.7
47849,High,155,10,Data,Low,1,Mid,0,73.6,Minimal,Real-time,Medium,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,36.26
110882,Medium,111,5,Security,High,8,Senior,0,57.8,Standard,Real-time,Low,Tight,High,1,17,27.6,89,9,3.82,45.9,Critical,Minimal,Current,Medium,Human,23.66
